weightPerServing,veryHealthy,calories,Fat/g,Carbohydrates/g,Cholesterol/mg,Sodium/mg,Protein/g
592,TRUE,834.45,49.97,11.59,265.24,1282.34,80.43
288,FALSE,396.64,30.7,6.23,123.38,861.15,25.5
93,FALSE,325.71,19.71,27.14,78.41,372.1,11.19
468,FALSE,1075.4,77.94,47.05,516.46,1141.54,47.64
241,FALSE,431.93,20.69,25.29,88.19,813.96,37.18
150,FALSE,214.0,8.63,16.77,66.29,686.37,16.6
241,FALSE,208.24,7.79,6.62,79.05,408.32,27.1
727,TRUE,650.58,14.86,74.53,124.15,385.88,58.03
700,FALSE,575.73,16.41,70.71,101.08,389.0,36.88
703,FALSE,651.69,37.15,56.66,172.42,634.74,25.69
38,FALSE,43.52,1.72,2.82,10.57,213.02,3.38
358,FALSE,417.05,24.17,11.14,93.44,1042.57,36.65
161,FALSE,366.14,30.28,2.1,83.1,395.94,20.69
484,FALSE,835.85,39.36,22.07,281.46,666.35,93.2
388,FALSE,475.85,20.58,32.71,137.59,748.07,39.35
556,FALSE,478.87,19.25,43.96,74.42,363.15,31.89
33,FALSE,49.92,2.61,1.86,13.07,205.38,4.57
3082,TRUE,4723.54,224.64,10.32,1773.03,1765.65,625.88
337,FALSE,422.54,19.59,7.98,122.62,321.34,41.96
439,FALSE,415.3,24.83,5.33,186.24,1328.75,38.13
225,FALSE,379.62,22.96,2.09,116.13,411.7,34.19
266,FALSE,423.81,24.21,5.93,141.23,292.55,45.25
726,FALSE,710.18,30.43,63.5,115.07,1524.91,38.13
406,FALSE,714.16,47.51,20.0,185.4,458.55,51.78
286,FALSE,468.0,27.75,8.45,128.45,421.83,47.21
324,FALSE,335.1,27.05,25.27,30.35,213.45,3.52
265,FALSE,456.13,28.24,3.11,124.59,643.2,46.72
1154,FALSE,1343.36,93.27,146.36,122.12,182.4,13.43
368,FALSE,871.16,50.04,105.28,60.2,4415.91,8.92
268,TRUE,456.31,32.7,4.57,122.35,272.57,34.53
296,FALSE,494.37,31.73,15.26,113.92,410.69,37.64
224,FALSE,408.09,27.2,10.33,119.35,1097.87,29.72
374,FALSE,743.02,48.08,30.67,185.74,852.19,49.81
269,FALSE,474.22,40.19,15.52,102.88,369.32,17.67
92,FALSE,328.22,27.28,18.76,76.19,4889.6,7.93
369,FALSE,550.99,32.34,6.27,184.1,316.01,46.98
372,FALSE,720.65,47.37,2.63,217.53,252.35,67.96
320,TRUE,336.32,9.05,29.74,89.35,345.92,35.55
248,FALSE,326.61,15.7,10.46,101.08,435.48,34.77
227,FALSE,280.36,12.98,3.62,66.97,690.03,36.09
331,FALSE,661.87,49.07,26.61,171.42,1779.23,29.38
579,FALSE,726.81,37.77,57.22,75.22,1471.52,33.53
767,TRUE,721.56,32.23,44.2,108.6,348.7,45.23
292,FALSE,591.13,43.83,0.0,132.45,874.55,45.93
1044,TRUE,909.09,42.0,45.39,229.28,1629.27,87.95
333,FALSE,327.51,16.44,9.54,90.87,446.91,37.53
629,TRUE,629.17,34.83,40.19,139.09,174.17,40.61
141,FALSE,339.02,28.44,3.73,75.75,65.27,0.81
493,TRUE,497.51,28.42,17.04,144.03,423.3,39.39
197,FALSE,122.87,2.36,8.54,39.26,61.92,16.65
44,FALSE,48.67,2.85,2.78,14.41,96.54,2.72
522,TRUE,481.51,17.22,33.88,108.6,128.44,46.34
215,FALSE,230.41,9.23,2.83,92.86,369.84,32.63
431,FALSE,361.16,9.69,14.85,118.66,380.12,44.64
273,FALSE,213.57,8.43,3.26,89.98,924.55,22.37
528,TRUE,583.22,35.15,20.35,127.53,507.51,40.91
385,FALSE,402.55,10.84,29.07,117.15,538.86,44.63
336,FALSE,238.12,7.12,7.13,88.19,292.8,33.2
356,FALSE,425.87,25.45,12.12,72.55,302.93,24.37
1187,FALSE,1106.86,43.6,56.68,472.73,3097.79,119.15
206,FALSE,245.69,11.5,2.9,98.4,361.22,31.95
590,FALSE,626.81,35.12,44.54,132.16,882.92,35.06
430,FALSE,564.85,32.6,28.91,153.71,658.13,40.08
339,FALSE,271.8,18.22,10.81,82.23,850.8,16.28
367,FALSE,313.87,16.04,8.75,90.87,321.23,33.42
587,FALSE,670.31,25.89,44.47,131.18,518.64,44.28
248,FALSE,345.26,19.46,6.73,116.13,298.78,34.54
654,FALSE,638.31,29.51,17.47,156.72,1889.6,41.08
134,FALSE,250.19,19.58,16.76,52.49,235.56,5.8
488,FALSE,897.56,33.07,109.06,220.5,1911.47,45.4
349,FALSE,628.51,43.87,10.44,137.68,664.42,48.35
195,FALSE,581.03,43.77,17.94,166.18,380.43,29.36
150,FALSE,293.31,13.12,18.72,64.22,85.65,25.5
235,FALSE,528.33,39.8,1.38,132.42,655.45,39.56
320,FALSE,423.86,25.24,6.81,161.62,622.03,38.18
417,TRUE,464.15,20.47,18.92,135.76,388.13,49.67
349,FALSE,586.17,40.49,23.36,187.2,646.72,33.06
557,FALSE,510.48,21.91,26.23,160.95,587.66,53.31
272,FALSE,375.31,17.24,12.7,113.71,432.77,37.13
297,FALSE,122.36,3.23,19.19,7.63,759.24,2.63
497,FALSE,556.19,16.46,13.88,158.06,622.59,72.2
248,FALSE,545.42,45.05,9.42,118.18,908.59,27.12
208,FALSE,325.1,20.9,1.67,119.52,618.43,30.85
416,FALSE,442.28,18.06,8.92,145.18,223.3,55.88
234,FALSE,469.53,35.88,9.48,108.55,363.48,27.84
333,FALSE,327.51,16.44,9.54,90.87,446.91,37.53
422,FALSE,357.58,21.51,13.43,80.12,381.34,27.43
367,TRUE,820.65,59.36,5.52,284.94,189.59,67.06
189,FALSE,252.4,16.21,3.02,97.42,321.39,23.09
297,FALSE,423.72,23.19,13.97,173.96,304.71,38.66
269,FALSE,208.81,8.5,2.52,89.98,1016.08,21.78
222,FALSE,359.09,21.6,7.81,98.4,319.39,33.0
288,FALSE,483.69,33.53,4.54,153.54,416.25,35.3
153,FALSE,575.39,19.75,83.06,126.45,416.32,17.09
435,FALSE,569.91,36.33,33.52,140.49,301.47,30.25
207,FALSE,296.94,14.14,1.52,106.18,461.8,35.54
43,FALSE,235.54,17.81,17.06,7.53,220.12,2.36
283,FALSE,350.67,17.47,3.71,98.4,1367.97,33.53
440,FALSE,468.25,13.82,43.64,73.69,454.33,40.85
134,FALSE,175.04,5.62,8.24,45.53,137.65,13.71
290,FALSE,597.17,39.16,24.54,146.6,475.82,36.96
77,FALSE,238.58,23.87,1.61,193.38,3720.72,5.2
542,FALSE,373.4,15.4,37.03,85.93,528.88,22.26
189,FALSE,380.24,26.34,0.65,142.77,239.43,33.67
936,FALSE,495.19,31.32,32.0,199.58,3068.0,21.01
596,FALSE,582.15,28.27,39.58,111.6,1095.16,41.21
634,FALSE,352.91,6.58,35.17,84.12,1097.07,32.97
396,FALSE,596.06,18.6,80.28,115.69,556.9,27.32
573,FALSE,539.36,27.28,8.08,187.36,833.03,63.88
341,FALSE,310.32,10.49,8.25,70.1,820.3,43.73
105,FALSE,53.25,1.07,6.57,8.88,80.59,3.44
255,TRUE,310.08,15.73,13.74,50.62,378.02,28.5
73,FALSE,90.29,4.73,6.23,23.72,495.23,6.47
206,FALSE,406.23,28.19,2.58,138.7,301.62,34.87
316,FALSE,257.7,11.75,14.31,92.67,1305.53,23.38
60,FALSE,77.69,4.62,0.73,23.23,218.29,6.93
802,FALSE,732.28,42.24,16.01,220.38,1177.48,64.75
342,FALSE,548.68,31.93,7.32,133.93,277.65,34.38
587,FALSE,670.31,25.89,44.47,131.18,518.64,44.28
610,FALSE,737.23,34.35,47.7,117.03,349.3,45.05
158,FALSE,176.24,3.07,16.08,29.74,486.51,21.29
415,FALSE,646.99,42.55,7.36,134.42,831.92,42.76
574,TRUE,647.03,33.65,47.36,115.0,288.99,41.01
444,TRUE,768.74,52.35,15.26,165.14,917.14,55.89
256,FALSE,442.68,26.55,4.44,119.31,398.97,34.55
529,FALSE,593.01,39.79,35.33,88.61,824.21,28.74
202,FALSE,255.83,8.48,10.7,88.71,455.1,32.43
367,FALSE,271.32,7.38,25.09,146.42,527.79,26.44
183,FALSE,444.19,38.34,10.26,5.09,204.21,0.86
587,TRUE,516.58,15.12,10.56,208.37,1547.84,80.36
45,FALSE,42.28,1.18,6.09,8.45,139.72,2.69
420,FALSE,856.3,68.53,10.93,160.22,826.38,37.8
115,FALSE,211.32,20.72,7.86,54.52,322.52,2.23
268,FALSE,308.88,21.32,18.07,32.28,131.34,8.86
423,FALSE,728.95,47.67,21.02,212.64,429.59,38.11
458,FALSE,363.72,13.84,15.72,71.31,656.52,36.58
290,FALSE,392.17,20.84,14.99,222.57,1006.13,34.51
394,FALSE,501.52,12.47,41.32,65.06,806.07,29.76
684,FALSE,424.34,13.54,6.77,233.27,544.03,67.62
1975,TRUE,1459.57,53.16,9.47,820.75,5374.67,225.18
140,FALSE,325.2,25.29,0.94,73.12,286.94,22.75
1072,FALSE,734.19,30.97,64.05,231.06,194.56,76.15
575,FALSE,372.59,15.68,29.2,109.61,1531.4,31.07
424,FALSE,458.19,30.39,22.0,91.59,2159.57,25.8
242,FALSE,389.85,24.45,9.37,87.11,122.33,34.02
507,TRUE,957.59,56.38,12.91,293.61,2566.58,96.22
1022,FALSE,1317.43,110.3,38.59,318.38,2211.12,48.93
320,FALSE,336.32,9.05,29.74,89.35,345.92,35.55
655,TRUE,1246.69,69.58,63.6,248.06,557.27,79.24
201,FALSE,272.98,15.43,5.81,107.62,953.58,26.67
1126,TRUE,1021.25,26.71,18.87,439.68,694.48,162.73
204,FALSE,380.99,13.88,33.52,77.76,113.13,29.29
180,FALSE,286.51,15.09,14.5,82.7,316.91,23.13
264,FALSE,461.23,29.73,1.82,169.75,452.88,44.93
662,FALSE,972.41,64.83,18.44,216.7,1332.05,68.22
181,FALSE,457.77,37.63,15.64,60.94,907.99,15.72
550,TRUE,1004.31,50.37,52.82,231.98,591.98,80.83
513,FALSE,519.01,28.76,26.44,88.19,868.45,38.84
375,FALSE,492.16,22.37,14.16,96.24,376.36,36.84
283,FALSE,422.72,24.18,13.38,101.08,87.42,34.59
240,FALSE,304.0,16.59,2.71,108.6,273.18,34.42
197,FALSE,366.87,23.55,6.47,140.41,244.59,31.13
291,FALSE,541.0,28.71,11.53,155.31,1258.08,56.86
179,FALSE,331.63,21.56,2.41,108.24,398.81,30.54
594,TRUE,466.52,10.72,12.87,142.65,583.9,75.86
279,FALSE,808.6,64.15,43.15,274.54,974.88,14.86
379,FALSE,532.85,27.82,10.11,94.05,720.48,36.66
319,FALSE,722.47,49.34,18.61,142.22,2474.38,42.78
391,TRUE,795.99,58.18,6.01,155.89,579.48,59.47
96,FALSE,332.21,34.17,2.44,90.3,305.32,0.68
232,FALSE,278.29,9.54,13.2,57.63,270.42,34.12
263,FALSE,331.68,15.38,10.86,93.5,287.59,35.94
276,FALSE,419.48,20.17,23.17,130.2,530.43,36.57
7158342,TRUE,16510863.7,1136922.42,24242.45,4202164.82,81179740.97,1453381.29
236,FALSE,723.35,26.95,86.59,71.15,357.99,32.4
440,FALSE,596.88,33.57,33.04,106.45,415.54,45.88
148,FALSE,335.87,25.54,3.44,70.79,557.57,22.67
402,FALSE,185.53,3.16,18.84,31.55,622.69,19.83
421,TRUE,570.17,39.24,13.36,120.69,548.16,41.94
396,FALSE,417.72,3.06,16.01,72.14,153.54,27.95
771,TRUE,1411.93,86.16,32.25,410.92,2276.65,123.56
270,FALSE,492.79,32.95,1.73,155.27,429.0,45.43
405,FALSE,691.4,43.52,21.81,194.69,628.76,50.0
342,FALSE,533.08,34.27,11.02,154.56,340.95,35.93
150,FALSE,261.8,24.59,4.44,217.43,242.75,7.47
289,FALSE,490.28,36.91,3.25,175.07,145.84,35.35
600,TRUE,858.69,44.86,59.81,78.17,383.61,56.68
216,FALSE,358.07,22.18,1.59,123.6,369.78,33.95
397,FALSE,540.73,32.98,21.26,105.92,499.18,39.87
186,FALSE,271.22,20.54,19.13,54.75,211.94,4.6
227,FALSE,590.17,37.62,4.96,56.12,451.59,19.46
255,FALSE,489.57,35.21,8.4,133.23,405.59,24.78
261,FALSE,231.34,8.51,3.65,93.9,499.14,35.65
479,TRUE,608.9,22.87,41.0,116.69,205.37,57.88
1502,TRUE,1382.16,79.84,36.83,567.75,3019.8,120.78
222,FALSE,514.11,38.12,1.71,130.81,571.26,40.49
217,FALSE,491.21,32.1,9.76,111.05,363.62,39.09
282,FALSE,340.89,13.58,28.78,60.41,726.18,25.86
386,TRUE,605.16,21.03,52.73,108.95,461.55,49.71
296,FALSE,290.03,12.38,11.89,134.2,446.15,32.6
327,FALSE,285.63,12.15,24.96,65.5,160.21,21.64
311,FALSE,190.69,4.73,12.02,63.55,1188.01,24.56
822,TRUE,2494.82,213.46,52.62,676.11,1325.58,86.66
45,FALSE,117.49,5.77,14.54,15.24,200.66,0.13
114,FALSE,96.9,2.27,11.78,5.57,212.23,1.21
229,FALSE,300.76,17.08,3.51,119.16,364.71,33.11
432,FALSE,788.12,42.7,45.55,181.73,323.26,51.22
515,FALSE,399.68,12.06,38.74,85.61,637.55,33.72
444,FALSE,1339.17,124.4,14.57,586.83,10287.26,46.89
58,FALSE,176.55,15.37,4.3,48.31,554.62,5.69
309,FALSE,696.25,50.61,19.35,203.12,371.78,42.53
371,TRUE,860.29,73.51,8.75,198.98,547.92,43.5
580,FALSE,589.52,17.04,75.65,41.33,1229.8,33.49
385,TRUE,438.31,20.03,27.54,127.47,369.52,36.76
304,FALSE,694.75,45.75,40.63,646.34,877.92,30.01
468,FALSE,780.24,45.52,19.03,247.31,503.57,69.62
259,FALSE,332.48,20.34,4.74,146.75,756.54,32.23
475,TRUE,1069.35,49.52,70.96,217.61,379.55,80.12
283,FALSE,253.4,11.07,5.67,105.92,123.56,32.94
217,FALSE,293.08,24.85,8.6,84.98,381.26,9.62
236,FALSE,320.06,13.68,2.36,101.19,272.07,33.95
436,FALSE,436.29,28.34,19.77,144.08,1274.4,28.84
417,TRUE,802.14,40.85,48.67,134.08,327.9,56.98
212,FALSE,300.54,18.29,5.89,113.71,1298.93,29.15
120,FALSE,87.75,2.02,10.8,10.34,207.98,3.82
368,FALSE,446.02,26.3,9.47,123.65,300.36,38.46
276,FALSE,613.94,45.21,5.43,206.08,202.51,45.55
326,FALSE,333.06,20.11,4.58,103.51,105.92,34.39
370,TRUE,380.67,16.29,10.23,79.69,737.56,41.6
27,FALSE,46.33,2.75,0.38,14.0,74.04,4.96
244,FALSE,417.92,22.77,16.4,123.65,254.98,34.85
97,FALSE,128.65,7.91,9.62,22.86,848.72,1.56
503,FALSE,515.01,28.75,25.51,88.19,868.05,38.73
125,FALSE,441.13,17.28,60.91,42.84,1860.43,12.1
386,FALSE,555.62,42.99,34.78,67.52,601.07,14.08
443,FALSE,601.25,28.5,33.08,199.35,6093.0,52.92
668,TRUE,680.71,11.94,91.92,151.95,249.43,52.16
15,FALSE,25.64,1.36,1.66,7.05,41.67,2.16
1464,TRUE,1551.78,62.16,188.78,156.83,2830.81,61.41
26,FALSE,42.64,2.7,0.11,17.44,91.67,4.6
588,FALSE,528.1,24.78,42.42,165.3,454.13,35.93
280,FALSE,378.34,7.48,27.76,62.37,52.63,25.17
151,FALSE,280.37,11.45,37.61,7.65,19111.03,1.83
283,FALSE,423.28,24.22,13.43,101.19,87.43,34.59
419,TRUE,587.77,45.71,16.29,91.9,738.07,32.5
591,FALSE,1410.64,137.98,49.09,30.53,251.24,5.42
878,FALSE,732.1,38.81,32.78,75.35,475.52,44.26
135,FALSE,241.77,15.2,16.17,44.36,750.74,11.3
767,TRUE,721.56,32.23,44.2,108.6,348.7,45.23
147,FALSE,280.7,21.96,3.33,120.0,767.15,17.59
38,FALSE,60.4,3.61,0.31,23.25,43.03,6.14
250,FALSE,393.03,11.38,33.58,68.48,374.36,38.31
586,FALSE,687.42,36.08,32.61,176.94,798.3,59.83
276,FALSE,371.24,20.99,7.2,151.3,362.34,36.9
267,FALSE,519.51,35.94,5.95,168.35,3981.56,40.73
405,TRUE,524.66,18.9,48.89,101.08,689.04,38.58
122,FALSE,168.56,9.63,2.47,72.88,474.63,18.52
190,FALSE,266.54,19.35,18.96,13.93,127.96,4.25
323,FALSE,482.71,30.72,6.02,138.18,792.18,43.77
168,FALSE,251.73,2.06,55.61,0.0,1028.23,6.5
235,FALSE,230.76,4.54,12.86,125.37,373.73,33.74
240,FALSE,419.95,21.28,25.84,148.26,1822.64,24.4
138,FALSE,215.8,12.82,0.66,77.27,334.62,23.45
237,FALSE,330.4,18.43,7.96,171.89,619.94,31.62
631,TRUE,739.95,41.12,44.34,156.64,608.29,49.8
714,TRUE,671.79,35.03,50.45,154.59,1606.48,43.08
139,FALSE,258.37,18.58,15.13,19.32,216.32,6.2
875,FALSE,980.06,55.96,31.33,205.72,340.88,51.36
156,FALSE,450.36,38.74,1.72,147.11,452.42,24.4
366,FALSE,667.52,37.29,28.46,252.37,1671.37,53.48
1154,TRUE,1031.66,35.27,125.81,78.14,2381.81,42.22
305,FALSE,491.99,39.54,26.93,70.98,871.64,12.63
260,FALSE,360.09,16.45,17.02,131.13,1894.2,34.25
180,FALSE,242.23,9.62,9.3,94.15,395.59,28.75
753,TRUE,713.3,26.47,22.34,276.5,536.52,105.3
292,FALSE,581.72,33.73,35.61,198.45,1257.87,31.59
229,FALSE,451.15,34.23,5.55,108.46,310.39,28.7
349,FALSE,364.9,18.31,9.28,101.19,315.21,35.98
542,TRUE,844.66,44.04,3.51,312.65,336.77,102.48
787,TRUE,498.23,21.02,44.81,97.14,977.91,34.71
582,FALSE,597.16,32.83,14.27,194.86,956.62,58.69
255,FALSE,338.93,15.36,4.83,140.13,442.3,43.2
222,FALSE,193.0,8.95,6.94,138.66,1296.93,20.7
177,FALSE,287.11,21.52,1.81,121.55,852.27,20.73
496,FALSE,573.24,27.1,43.48,169.61,850.54,39.88
192,FALSE,225.22,10.07,12.26,78.72,267.46,20.99
369,FALSE,307.93,15.52,17.27,88.25,1020.15,24.53
173,FALSE,180.89,6.78,13.32,66.84,204.75,16.19
181,FALSE,254.6,8.33,10.39,122.97,495.83,32.52
336,FALSE,525.91,33.14,2.66,172.14,886.28,42.76
636,TRUE,931.65,45.69,5.06,350.35,2887.47,118.46
285,FALSE,344.19,17.25,3.83,175.08,645.66,42.97
229,FALSE,342.63,20.65,9.31,134.17,849.43,29.21
562,FALSE,627.13,32.59,19.22,510.63,2038.77,54.07
177,TRUE,281.6,14.72,1.66,93.55,269.52,34.17
354,FALSE,285.3,11.81,26.62,45.52,770.46,19.09
763,FALSE,614.44,21.43,22.98,327.5,446.64,86.86
555,FALSE,519.62,19.77,10.84,191.39,1077.78,62.46
216,FALSE,505.24,41.71,10.24,71.75,403.97,24.11
269,FALSE,807.65,72.06,5.85,245.95,2465.64,36.8
1233,FALSE,1198.0,35.14,43.1,481.21,854.3,166.44
488,FALSE,645.82,27.11,42.31,131.15,1368.23,50.2
247,FALSE,585.57,48.13,1.08,163.75,1007.08,36.72
576,FALSE,396.95,19.63,42.72,54.93,760.86,9.79
486,FALSE,706.31,58.1,10.97,234.28,555.28,37.59
790,TRUE,1014.84,48.97,79.05,210.93,459.51,70.01
442,FALSE,714.3,57.41,7.24,213.29,1426.68,42.92
387,FALSE,632.26,45.67,17.61,154.56,524.96,38.72
803,TRUE,706.27,29.45,22.18,282.46,541.0,88.39
702,TRUE,824.77,43.99,30.77,250.95,486.82,76.81
675,FALSE,740.82,42.02,24.62,154.29,304.85,38.7
419,FALSE,513.79,30.95,17.5,108.6,700.75,36.01
366,TRUE,1213.3,117.12,3.76,630.53,1092.96,39.22
394,FALSE,455.37,23.18,24.79,148.04,1371.76,39.31
278,FALSE,412.32,23.78,15.79,108.6,2460.92,34.98
692,FALSE,912.8,43.83,80.72,132.15,602.21,46.43
383,FALSE,1284.6,58.7,183.67,214.27,1424.84,13.79
186,FALSE,270.59,14.65,9.08,91.05,613.58,25.44
260,FALSE,585.87,43.87,22.1,166.19,90.74,27.52
342,FALSE,755.72,36.99,66.69,209.23,2299.82,37.61
372,FALSE,524.29,32.73,20.04,83.85,1301.89,40.12
301,TRUE,626.77,29.49,34.1,158.24,806.39,53.3
356,FALSE,448.22,20.29,36.3,77.42,696.87,28.69
122,FALSE,214.18,12.89,0.7,77.42,246.15,22.69
155,FALSE,144.02,9.76,7.26,35.55,254.11,7.56
425,FALSE,610.72,40.88,21.86,530.22,507.89,38.66
137,FALSE,253.31,13.46,8.54,70.0,156.69,22.93
136,FALSE,135.63,7.26,12.5,29.61,310.99,5.32
307,FALSE,291.24,6.53,36.94,31.3,618.85,21.59
344,FALSE,593.36,40.55,10.42,155.27,275.73,45.96
320,FALSE,564.05,31.68,22.43,155.24,700.95,47.92
107,FALSE,390.87,39.12,2.54,93.08,215.05,5.36
318,FALSE,628.98,36.84,26.39,133.78,573.96,36.22
296,FALSE,290.22,12.77,6.11,103.67,391.4,32.52
383,FALSE,443.43,28.27,18.14,192.76,1273.63,30.56
1431,TRUE,2093.39,95.06,69.86,683.89,5045.72,230.62
222,FALSE,408.99,29.16,3.01,115.37,822.31,30.79
286,FALSE,600.31,49.46,5.66,197.02,533.28,30.33
177,FALSE,262.46,20.11,1.39,88.39,643.21,19.09
537,FALSE,498.6,20.24,46.19,82.5,1153.03,35.06
80,FALSE,67.87,3.39,8.81,2.69,269.78,1.28
199,FALSE,305.9,16.57,3.61,108.6,417.83,34.57
766,TRUE,946.22,55.06,55.45,192.46,526.23,59.27
228,FALSE,320.95,15.73,7.71,100.05,445.25,35.22
969,FALSE,886.24,18.19,139.6,88.19,1556.59,37.55
476,TRUE,544.58,36.26,17.8,182.59,769.56,38.06
368,FALSE,396.41,19.86,8.62,143.6,524.13,44.99
381,FALSE,601.34,41.63,15.09,177.76,438.69,37.57
333,FALSE,245.91,8.84,14.2,78.24,483.17,26.94
362,FALSE,915.98,64.76,39.0,188.74,374.35,44.97
222,FALSE,292.49,19.0,6.35,92.87,349.82,23.6
4529,TRUE,6621.55,314.46,29.19,2610.99,2455.61,860.67
143,FALSE,121.24,7.13,5.76,22.69,324.38,8.38
319,FALSE,275.22,10.7,19.05,105.36,123.37,24.55
1240,TRUE,1868.85,99.12,45.97,586.37,1366.23,196.23
101,FALSE,182.73,12.13,5.16,22.7,230.42,13.51
281,TRUE,485.57,35.03,6.54,101.19,563.99,34.93
507,FALSE,480.39,10.32,36.62,137.17,1010.7,57.7
393,FALSE,427.13,15.25,4.56,170.1,271.84,69.06
534,FALSE,635.11,31.92,28.42,178.85,1466.64,56.88
363,FALSE,483.2,25.03,4.99,96.9,1185.27,31.93
608,TRUE,663.86,23.44,54.05,117.3,143.23,44.99
500,FALSE,485.95,21.72,25.05,89.83,731.56,47.79
47,FALSE,228.37,18.98,13.25,14.87,238.88,2.47
436,FALSE,413.36,23.04,18.08,124.08,385.14,37.16
305,FALSE,501.38,34.33,2.24,260.42,744.67,44.7
165,FALSE,359.29,23.9,1.55,61.39,1243.81,33.36
66,FALSE,77.46,2.8,7.62,7.22,243.27,5.54
125,FALSE,244.59,14.31,1.26,53.12,79.23,26.83
271,FALSE,411.52,20.73,6.23,149.69,1630.06,46.91
579,FALSE,1000.81,76.7,30.78,162.42,1084.39,47.17
16,FALSE,13.57,0.68,1.76,0.54,53.96,0.26
844,TRUE,844.37,27.44,9.43,348.25,549.38,126.53
342,FALSE,533.08,34.27,11.02,154.56,340.95,35.93
76,FALSE,64.18,2.73,0.48,30.62,395.6,8.53
717,TRUE,625.32,27.0,8.69,235.3,855.48,84.58
376,FALSE,283.01,14.79,20.43,77.46,1356.91,17.77
256,FALSE,543.95,47.9,21.41,33.33,2937.47,11.25
240,FALSE,287.02,11.12,8.86,77.99,398.66,34.12
73,FALSE,104.67,7.19,4.37,45.1,66.2,6.73
129,FALSE,216.87,12.88,0.57,77.42,602.64,23.51
160,FALSE,263.65,11.83,9.26,85.49,306.76,28.21
362,FALSE,387.68,24.2,14.01,94.83,436.7,31.51
185,FALSE,196.57,6.56,1.05,94.64,299.16,31.74
496,FALSE,301.05,11.07,16.47,105.92,363.36,35.3
268,FALSE,316.85,11.32,25.0,91.59,925.69,24.28
551,FALSE,617.25,36.73,19.03,126.18,1064.24,45.69
195,FALSE,362.9,23.56,2.46,108.55,125.75,34.15
349,FALSE,981.59,61.53,63.03,93.01,719.05,37.94
564,TRUE,946.23,49.48,48.76,225.43,278.67,75.04
248,FALSE,415.77,20.25,20.76,109.91,842.12,35.52
1045,TRUE,918.27,26.12,8.65,411.98,882.47,153.53
135,FALSE,195.53,13.75,3.06,81.53,582.95,14.62
190,FALSE,230.88,7.45,7.43,88.41,360.73,31.76
314,FALSE,648.16,41.34,38.25,74.86,1049.41,30.22
128,FALSE,300.29,22.09,16.04,204.53,553.21,9.37
667,TRUE,845.91,58.63,19.79,674.64,2517.1,61.11
209,FALSE,466.57,34.51,4.47,154.51,1244.91,34.88
32,FALSE,24.02,1.38,2.78,1.58,224.06,0.47
333,FALSE,418.2,16.6,37.46,71.96,913.14,29.48
474,TRUE,803.88,28.86,80.46,139.79,396.35,53.29
55,FALSE,77.49,4.91,6.93,3.1,36.14,2.02
